Name,SMILES
295,[O-]C(=O)[C@@]1(O)N(C(=O)CC1)[C@@H](C)C(=O)NCCOC(=O)C[C@@](O)(C([O-])=O)CC([O-])=O
296,O=C1C[C@@H](C)OC(=O)[C@H](NC(=O)C)CCCN(O)C(=O)C[C@@H](C)OC(=O)[C@H](NC(=O)C)CCCN(O)C(=O)C[C@@H](C)OC(=O)[C@H](NC(=O)C)CCCN1O
297,O=C1C[C@@H](C)OC(=O)[C@H]([NH3+])CCCN(O)C(=O)C[C@@H](C)OC(=O)[C@H]([NH3+])CCCN(O)C(=O)C[C@@H](C)OC(=O)[C@H]([NH3+])CCCN1O
298,c1ccc(O)c(O)c1C(=O)NCCCN(C(=O)[C@@H]2N=C(O[C@@H]2C)c3c(O)cccc3)CCCNC(=O)[C@H]4N=C(O[C@@H]4C)c5c(O)cccc5
299,[O-]C(=O)[C@@H]1N=C(O[C@H]1C)c2c(O)cccc2
300,c1cccc(O)c1C(O[C@@H]2C)=N[C@@H]2C(=O)NCCC[NH2+]CCCNC(=O)c3c(O)c(O)ccc3
301,c1cccc(O)c1C(SC2)=N[C@H]2[C@@H](SC3)N[C@@H]3[C@@H](O)C(C)(C)C(SC4)=N[C@@]4(C)C([O-])=O
302,CC(=O)N(O)CCC[C@@H](C([O-])=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)[C@H](CO)NC(=O)[C@@H]1CC(=O)[C@H]([C@@H](O)C(=O)NCC1)NCC(=O)CCCCCCCCCCC
303,CC(=O)N(O)CCC[C@@H](C([O-])=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)[C@H](CO)NC(=O)[C@@H]1CC(=O)[C@H]([C@@H](O)C(=O)NCC1)NCC(=O)CCCCC/C=C\CCCCCC
304,CC(=O)N(O)CCC[C@@H](C([O-])=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)[C@H](CO)NC(=O)[C@@H]1CC(=O)[C@H]([C@@H](O)C(=O)NCC1)NCC(=O)CCCCCCCCCCCCC
305,CC(=O)N(O)CCC[C@@H](C([O-])=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)[C@H](CO)NC(=O)[C@@H]1CC(=O)[C@H]([C@@H](O)C(=O)NCC1)NCC(=O)CCCCCCC/C=C\CCCCCC
306,CC(=O)N(O)CCC[C@@H](C([O-])=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)[C@H](CO)NC(=O)[C@@H]1CC(=O)[C@H]([C@@H](O)C(=O)NCC1)NCC(=O)CCCCC/C=C\CCCCCCCC
307,CC(=O)N(O)CCC[C@@H](C([O-])=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)[C@H](CO)NC(=O)[C@@H]1CC(=O)[C@H]([C@@H](O)C(=O)NCC1)NCC(=O)CCCCCCCCCCCCCCC
308,c1ccc(O)c(O)c1C(=O)NCc2cc(CNC(=O)c3c(O)c(O)ccc3)cc(c2)CNC(=O)c4c(O)c(O)ccc4
309,c1ccccc1CO[C@H](C)[C@H](NC2=O)C(=O)NCCCCCCC(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](C(=O)N[C@@H]2CCCC[NH3+])Cc4c[nH]c(c45)cccc5
310,Oc1c(O)cccc1C(=O)N2CCCN(C(=O)c3c(O)c(O)ccc3)CCCCN(CCC2)C(=O)c4c(O)c(O)ccc4
311,O=C(C)N(O)CC(=O)NCC[NH+](CCNC(=O)CN(O)C(=O)C)CCNC(=O)CN(O)C(=O)C
312,Oc1c(O)cccc1C(=O)N[C@H](C(=O)N[C@H](C([O-])=O)CCC(=O)N(C)O)CCCCNC(=O)c2cccc(O)c2O
313,c1ccc(O)c(O)c1C(=O)NCC[NH+](CCNC(=O)c2c(O)c(O)ccc2)CCNC(=O)c3c(O)c(O)ccc3
314,c1ccccc1NC(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)C
315,c1cc(S(=O)(=O)N)ccc1NC(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)C
316,c1cccc(c12)cc(cc2)NC(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)C
317,n1cccc(c12)cc(cc2)NC(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)C
318,Cn1c(C)c(O)c(=O)cc1
319,c1cccc(O)c1-c2nc(-c3c(O)cccc3)nn2-c4ccc(C([O-])=O)cc4
320,OCC\C(C)=C\C(=O)N(O)CCC[C@H](NC1=O)C(=O)N[C@H]1CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)/C=C(C)/CCO
321,O=c1c(C)nc(OC)c(n1[O-])Cc2c[nH]c(c23)c(ccc3)CC=C(C)C
322,c1cc(O)c(O)c(Cl)c1C(=O)NCC[N+]2(CCCC2)CC(=C3C([O-])=O)CS[C@@H](N34)[C@@H](C4=O)NC(=O)\C(=N\OC(C)(C)C([O-])=O)c5nc(N)sc5
323,c1cc(O)c(O)c(Cl)c1C(=O)NCC[N+]2(CCCC2)CC(=C3C([O-])=O)CS[C@@H](N34)[C@H](C4=O)NC(=O)\C(=N\OC(C)(C)C([O-])=O)c5nc(N)sc5
324,c1cc(O)c(OC)c(Cl)c1C(=O)NCC[N+]2(CCCC2)CC(=C3C([O-])=O)CS[C@@H](N34)[C@@H](C4=O)NC(=O)/C(=N\OC(C)(C)C([O-])=O)c5nc(N)sc5
325,c1cc(O)c(O)c(Cl)c1C(=O)NCC[N+]2(CCCC2)CC(=C3C([O-])=O)CS[C@@H](N34)[C@@H](C4=O)NC(=O)/C(=N\OC(C)(C)C([O-])=O)c5nc(N)sc5
326,c1cc(O)c(O)c(Cl)c1C(=O)NCC[N+]2(CCCC2)CC(=C3C([O-])=O)CS[C@@H](N34)[C@@H](C4=O)NC(=O)/C(=N\OC(C)(C)C([O-])=O)c5nc(N)sc5
